time,vial_A_180_degree,vial_A_135_degree,vial_B_180_degree,vial_B_135_degree,vial_C_180_degree,vial_C_135_degree,vial_D_180_degree,vial_D_135_degree,vial_A_reference,vial_B_reference,vial_C_reference,vial_D_reference,io_temp_in,io_temp_out,vial_A_temp,vial_B_temp,vial_C_temp,vial_D_temp,peltier_current
7.62939453125e-06,0.07343862058442054,0.07343862058442054,0.05507896543831541,0.3671931029221027,3.8738872358281835,3.378176546883345,0.5875089646753643,1.046500343327993,0.9179827573052567,0.14687724116884107,0.45899137865262835,0.05507896543831541,1.8543251697566188,1.872684824902724,25.937,27.062,26.125,26.5,2.4761
11.581118822097778,0.07343862058442054,0.2570351720454719,0.05507896543831541,0.403912413214313,4.0391241321431295,3.378176546883345,0.67930724040589,0.6609475852597849,3.635211718928817,0.05507896543831541,1.5054917219806212,0.03671931029221027,1.872684824902724,1.8910444800488289,26.0,27.062,26.125,26.562,2.6041000000000003
22.931144952774048,0.09179827573052568,0.14687724116884107,0.05507896543831541,0.07343862058442054,4.020764476997024,3.378176546883345,0.7343862058442054,0.6976668955519951,0.07343862058442054,0.11015793087663082,0.07343862058442054,0.03671931029221027,1.872684824902724,1.872684824902724,26.0,27.125,26.125,26.562,0.2228
34.28003406524658,0.05507896543831541,0.05507896543831541,0.42227206836041814,0.05507896543831541,0.03671931029221027,3.4516151674677653,0.5324299992370489,0.6976668955519951,0.03671931029221027,0.12851758602273594,0.4406317235065233,0.07343862058442054,1.8543251697566188,1.872684824902724,26.062,27.25,26.187,26.687,1.8805
45.78372406959534,0.807824826428626,0.07343862058442054,0.05507896543831541,0.4406317235065233,4.00240482185092,3.2496589608606086,0.8445441367208363,0.67930724040589,1.9644831006332495,0.05507896543831541,0.42227206836041814,0.05507896543831541,1.8359655146105134,1.8543251697566188,26.125,27.312,26.187,26.687,1.4625
57.16672396659851,0.07343862058442054,0.14687724116884107,0.05507896543831541,0.07343862058442054,4.0391241321431295,3.39653620202945,0.5875089646753643,0.49571068894483866,0.05507896543831541,0.5324299992370489,0.07343862058442054,0.05507896543831541,1.8176058594644084,1.8543251697566188,26.187,27.375,26.25,26.812,1.5256
68.68127346038818,0.07343862058442054,0.23867551689936675,0.09179827573052568,0.23867551689936675,4.00240482185092,3.43325551232166,0.6609475852597849,0.6425879301136798,1.211737239642939,0.11015793087663082,0.5507896543831541,0.05507896543831541,1.7992462043183033,1.8359655146105134,26.125,27.437,26.312,26.875,0.4596
80.22450256347656,0.07343862058442054,0.11015793087663082,0.05507896543831541,0.29375448233768214,4.075843442435341,3.4148958571755554,0.7711055161364156,0.6609475852597849,0.9730617227435723,0.05507896543831541,0.05507896543831541,0.018359655146105134,1.7992462043183033,1.8176058594644084,26.125,27.5,26.312,26.937,3.2
91.74769306182861,0.05507896543831541,0.07343862058442054,0.05507896543831541,0.3121141374837873,4.057483787289235,3.43325551232166,0.6242282749675746,0.67930724040589,0.6058686198214694,0.11015793087663082,0.34883344777599756,1.1566582742046236,1.7808865491721981,1.8176058594644084,26.062,27.437,26.375,27.0,0.487
103.17465329170227,0.07343862058442054,0.05507896543831541,0.05507896543831541,0.07343862058442054,4.00240482185092,3.4148958571755554,0.42227206836041814,0.49571068894483866,1.083219653620203,0.05507896543831541,0.16523689631494623,0.03671931029221027,1.7625268940260932,1.7992462043183033,26.062,27.5,26.375,27.062,3.2
114.6779396533966,0.07343862058442054,0.07343862058442054,0.03671931029221027,0.03671931029221027,4.0391241321431295,3.4148958571755554,0.7343862058442054,0.5875089646753643,1.7441672388799878,0.05507896543831541,2.570351720454719,0.05507896543831541,1.7441672388799878,1.7808865491721981,26.062,27.562,26.437,27.125,2.7136000000000005
126.19149732589722,0.07343862058442054,0.14687724116884107,0.22031586175326165,0.03671931029221027,4.020764476997024,3.43325551232166,0.6425879301136798,0.6609475852597849,0.8629037918669413,0.07343862058442054,0.2019562066071565,0.03671931029221027,1.7441672388799878,1.7625268940260932,26.125,27.75,26.437,27.187,2.606
137.66920137405396,0.07343862058442054,0.07343862058442054,0.07343862058442054,0.03671931029221027,4.186001373311972,3.39653620202945,0.7160265506981003,0.5875089646753643,1.0097810330357824,0.05507896543831541,0.29375448233768214,0.05507896543831541,1.7258075837338827,1.7625268940260932,26.187,27.812,26.437,27.187,3.1346000000000003
